1	 0	 -0.100000	 -0.000080	 3.140797	
1	 2	 -0.200000	 -0.000159	 3.140797	
1	 3	 0.113892	 0.000091	 -0.000795	
2	 0	 -0.100000	 -0.000083	 3.140758	
2	 2	 -0.200000	 -0.000167	 3.140758	
2	 3	 0.113892	 0.000095	 -0.000835	
3	 0	 -0.100000	 -0.000082	 3.140771	
3	 2	 -0.200000	 -0.000164	 3.140771	
3	 3	 0.113892	 0.000094	 -0.000822	
4	 0	 -0.100000	 -0.000081	 3.140779	
4	 2	 -0.200000	 -0.000163	 3.140779	
4	 3	 0.113892	 0.000093	 -0.000814	
5	 0	 -0.100000	 -0.000081	 3.140781	
5	 2	 -0.200000	 -0.000162	 3.140781	
5	 3	 0.113892	 0.000092	 -0.000812	
6	 0	 -0.100000	 -0.000081	 3.140780	
6	 2	 -0.200000	 -0.000163	 3.140780	
6	 3	 0.113892	 0.000093	 -0.000813	
7	 0	 -0.100000	 -0.000081	 3.140778	
7	 2	 -0.200000	 -0.000163	 3.140778	
7	 3	 0.113892	 0.000093	 -0.000815	
8	 0	 -0.100000	 -0.000082	 3.140772	
8	 2	 -0.200000	 -0.000164	 3.140772	
8	 3	 0.113892	 0.000093	 -0.000820	
9	 0	 -0.100000	 -0.000083	 3.140762	
9	 2	 -0.200000	 -0.000166	 3.140762	
9	 3	 0.113892	 0.000095	 -0.000831	
10	 0	 -0.100000	 -0.000084	 3.140748	
10	 2	 -0.200000	 -0.000169	 3.140748	
10	 3	 0.113892	 0.000096	 -0.000844	
11	 0	 -0.100000	 -0.000078	 3.140810	
11	 2	 -0.200000	 -0.000156	 3.140810	
11	 3	 0.113892	 0.000089	 -0.000782	
12	 0	 -0.100000	 -0.000066	 3.140937	
12	 2	 -0.200000	 -0.000131	 3.140937	
12	 3	 0.113892	 0.000075	 -0.000655	
13	 0	 -0.100000	 -0.000055	 3.141043	
13	 2	 -0.200000	 -0.000110	 3.141043	
13	 3	 0.113892	 0.000063	 -0.000550	
14	 0	 -0.100000	 -0.000046	 3.141131	
14	 2	 -0.200000	 -0.000092	 3.141131	
14	 3	 0.113892	 0.000053	 -0.000462	
15	 0	 -0.100000	 -0.000039	 3.141205	
15	 2	 -0.200000	 -0.000078	 3.141205	
15	 3	 0.113892	 0.000044	 -0.000388	
16	 0	 -0.100000	 -0.000033	 3.141267	
16	 2	 -0.200000	 -0.000065	 3.141267	
16	 3	 0.113892	 0.000037	 -0.000326	
17	 0	 -0.100000	 -0.000027	 3.141320	
17	 2	 -0.200000	 -0.000055	 3.141320	
17	 3	 0.113892	 0.000031	 -0.000273	
18	 0	 -0.100000	 -0.000023	 3.141363	
18	 2	 -0.200000	 -0.000046	 3.141363	
18	 3	 0.113892	 0.000026	 -0.000229	
19	 0	 -0.100000	 -0.000019	 3.141401	
19	 2	 -0.200000	 -0.000038	 3.141401	
19	 3	 0.113892	 0.000022	 -0.000192	
20	 0	 -0.100000	 -0.000016	 3.141432	
20	 2	 -0.200000	 -0.000032	 3.141432	
20	 3	 0.113892	 0.000018	 -0.000161	
21	 0	 -0.100000	 -0.000013	 3.141458	
21	 2	 -0.200000	 -0.000027	 3.141458	
21	 3	 0.113892	 0.000015	 -0.000135	
22	 0	 -0.100000	 -0.000011	 3.141480	
22	 2	 -0.200000	 -0.000023	 3.141480	
22	 3	 0.113892	 0.000013	 -0.000113	
23	 0	 -0.100000	 -0.000009	 3.141499	
23	 2	 -0.200000	 -0.000019	 3.141499	
23	 3	 0.113892	 0.000011	 -0.000094	
24	 0	 -0.100000	 -0.000008	 3.141514	
24	 2	 -0.200000	 -0.000016	 3.141514	
24	 3	 0.113892	 0.000009	 -0.000078	
25	 0	 -0.100000	 -0.000007	 3.141527	
25	 2	 -0.200000	 -0.000013	 3.141527	
25	 3	 0.113892	 0.000007	 -0.000065	
26	 0	 -0.100000	 -0.000005	 3.141539	
26	 2	 -0.200000	 -0.000011	 3.141539	
26	 3	 0.113892	 0.000006	 -0.000054	
27	 0	 -0.100000	 -0.000004	 3.141548	
27	 2	 -0.200000	 -0.000009	 3.141548	
27	 3	 0.113892	 0.000005	 -0.000045	
28	 0	 -0.100000	 -0.000004	 3.141556	
28	 2	 -0.200000	 -0.000007	 3.141556	
28	 3	 0.113892	 0.000004	 -0.000037	
29	 0	 -0.100000	 -0.000003	 3.141562	
29	 2	 -0.200000	 -0.000006	 3.141562	
29	 3	 0.113892	 0.000003	 -0.000030	
30	 0	 -0.100000	 -0.000002	 3.141568	
30	 2	 -0.200000	 -0.000005	 3.141568	
30	 3	 0.113892	 0.000003	 -0.000025	
31	 0	 -0.100000	 -0.000002	 3.141572	
31	 2	 -0.200000	 -0.000004	 3.141572	
31	 3	 0.113892	 0.000002	 -0.000020	
32	 0	 -0.100000	 -0.000002	 3.141576	
32	 2	 -0.200000	 -0.000003	 3.141576	
32	 3	 0.113892	 0.000002	 -0.000017	
1	 0	 -0.100000	 -0.000080	 3.140797	
1	 2	 -0.200000	 -0.000159	 3.140797	
1	 3	 0.113892	 0.000091	 -0.000795	
2	 0	 -0.100000	 -0.000083	 3.140758	
2	 2	 -0.200000	 -0.000167	 3.140758	
2	 3	 0.113892	 0.000095	 -0.000835	
3	 0	 -0.100000	 -0.000082	 3.140771	
3	 2	 -0.200000	 -0.000164	 3.140771	
3	 3	 0.113892	 0.000094	 -0.000822	
4	 0	 -0.100000	 -0.000081	 3.140779	
4	 2	 -0.200000	 -0.000163	 3.140779	
4	 3	 0.113892	 0.000093	 -0.000814	
5	 0	 -0.100000	 -0.000081	 3.140781	
5	 2	 -0.200000	 -0.000162	 3.140781	
5	 3	 0.113892	 0.000092	 -0.000812	
6	 0	 -0.100000	 -0.000081	 3.140780	
6	 2	 -0.200000	 -0.000163	 3.140780	
6	 3	 0.113892	 0.000093	 -0.000813	
7	 0	 -0.100000	 -0.000081	 3.140778	
7	 2	 -0.200000	 -0.000163	 3.140778	
7	 3	 0.113892	 0.000093	 -0.000815	
8	 0	 -0.100000	 -0.000082	 3.140772	
8	 2	 -0.200000	 -0.000164	 3.140772	
8	 3	 0.113892	 0.000093	 -0.000820	
9	 0	 -0.100000	 -0.000083	 3.140762	
9	 2	 -0.200000	 -0.000166	 3.140762	
9	 3	 0.113892	 0.000095	 -0.000831	
10	 0	 -0.100000	 -0.000084	 3.140748	
10	 2	 -0.200000	 -0.000169	 3.140748	
10	 3	 0.113892	 0.000096	 -0.000844	
11	 0	 -0.100000	 -0.000078	 3.140810	
11	 2	 -0.200000	 -0.000156	 3.140810	
11	 3	 0.113892	 0.000089	 -0.000782	
12	 0	 -0.100000	 -0.000066	 3.140937	
12	 2	 -0.200000	 -0.000131	 3.140937	
12	 3	 0.113892	 0.000075	 -0.000655	
13	 0	 -0.100000	 -0.000055	 3.141043	
13	 2	 -0.200000	 -0.000110	 3.141043	
13	 3	 0.113892	 0.000063	 -0.000550	
14	 0	 -0.100000	 -0.000046	 3.141131	
14	 2	 -0.200000	 -0.000092	 3.141131	
14	 3	 0.113892	 0.000053	 -0.000462	
15	 0	 -0.100000	 -0.000039	 3.141205	
15	 2	 -0.200000	 -0.000078	 3.141205	
15	 3	 0.113892	 0.000044	 -0.000388	
16	 0	 -0.100000	 -0.000033	 3.141267	
16	 2	 -0.200000	 -0.000065	 3.141267	
16	 3	 0.113892	 0.000037	 -0.000326	
17	 0	 -0.100000	 -0.000027	 3.141320	
17	 2	 -0.200000	 -0.000055	 3.141320	
17	 3	 0.113892	 0.000031	 -0.000273	
18	 0	 -0.100000	 -0.000023	 3.141363	
18	 2	 -0.200000	 -0.000046	 3.141363	
18	 3	 0.113892	 0.000026	 -0.000229	
19	 0	 -0.100000	 -0.000019	 3.141401	
19	 2	 -0.200000	 -0.000038	 3.141401	
19	 3	 0.113892	 0.000022	 -0.000192	
20	 0	 -0.100000	 -0.000016	 3.141432	
20	 2	 -0.200000	 -0.000032	 3.141432	
20	 3	 0.113892	 0.000018	 -0.000161	
21	 0	 -0.100000	 -0.000013	 3.141458	
21	 2	 -0.200000	 -0.000027	 3.141458	
21	 3	 0.113892	 0.000015	 -0.000135	
22	 0	 -0.100000	 -0.000011	 3.141480	
22	 2	 -0.200000	 -0.000023	 3.141480	
22	 3	 0.113892	 0.000013	 -0.000113	
23	 0	 -0.100000	 -0.000009	 3.141499	
23	 2	 -0.200000	 -0.000019	 3.141499	
23	 3	 0.113892	 0.000011	 -0.000094	
24	 0	 -0.100000	 -0.000008	 3.141514	
24	 2	 -0.200000	 -0.000016	 3.141514	
24	 3	 0.113892	 0.000009	 -0.000078	
25	 0	 -0.100000	 -0.000007	 3.141527	
25	 2	 -0.200000	 -0.000013	 3.141527	
25	 3	 0.113892	 0.000007	 -0.000065	
26	 0	 -0.100000	 -0.000005	 3.141539	
26	 2	 -0.200000	 -0.000011	 3.141539	
26	 3	 0.113892	 0.000006	 -0.000054	
27	 0	 -0.100000	 -0.000004	 3.141548	
27	 2	 -0.200000	 -0.000009	 3.141548	
27	 3	 0.113892	 0.000005	 -0.000045	
28	 0	 -0.100000	 -0.000004	 3.141556	
28	 2	 -0.200000	 -0.000007	 3.141556	
28	 3	 0.113892	 0.000004	 -0.000037	
29	 0	 -0.100000	 -0.000003	 3.141562	
29	 2	 -0.200000	 -0.000006	 3.141562	
29	 3	 0.113892	 0.000003	 -0.000030	
30	 0	 -0.100000	 -0.000002	 3.141568	
30	 2	 -0.200000	 -0.000005	 3.141568	
30	 3	 0.113892	 0.000003	 -0.000025	
31	 0	 -0.100000	 -0.000002	 3.141572	
31	 2	 -0.200000	 -0.000004	 3.141572	
31	 3	 0.113892	 0.000002	 -0.000020	
32	 0	 -0.100000	 -0.000002	 3.141576	
32	 2	 -0.200000	 -0.000003	 3.141576	
32	 3	 0.113892	 0.000002	 -0.000017	
33	 0	 -0.100000	 -0.000001	 3.141579	
33	 2	 -0.200000	 -0.000003	 3.141579	
33	 3	 0.113892	 0.000002	 -0.000014	
34	 0	 -0.100000	 -0.000001	 3.141582	
34	 2	 -0.200000	 -0.000002	 3.141582	
34	 3	 0.113892	 0.000001	 -0.000011	
35	 0	 -0.100000	 -0.000001	 3.141584	
35	 2	 -0.200000	 -0.000002	 3.141584	
35	 3	 0.113892	 0.000001	 -0.000009	
36	 0	 -0.100000	 -0.000001	 3.141586	
36	 2	 -0.200000	 -0.000001	 3.141586	
36	 3	 0.113892	 0.000001	 -0.000007	
37	 0	 -0.100000	 -0.000001	 3.141587	
37	 2	 -0.200000	 -0.000001	 3.141587	
37	 3	 0.113892	 0.000001	 -0.000005	
38	 0	 -0.100000	 -0.000000	 3.141589	
38	 2	 -0.200000	 -0.000001	 3.141589	
38	 3	 0.113892	 0.000000	 -0.000004	
39	 0	 -0.100000	 -0.000000	 3.141590	
39	 2	 -0.200000	 -0.000001	 3.141590	
39	 3	 0.113892	 0.000000	 -0.000003	
40	 0	 -0.100000	 -0.000000	 3.141591	
40	 2	 -0.200000	 -0.000000	 3.141591	
40	 3	 0.113892	 0.000000	 -0.000002	
41	 0	 -0.100000	 -0.000000	 3.141592	
41	 2	 -0.200000	 -0.000000	 3.141592	
41	 3	 0.113892	 0.000000	 -0.000001	
42	 0	 -0.100000	 -0.000000	 3.141593	
42	 2	 -0.200000	 -0.000000	 3.141593	
42	 3	 0.113892	 0.000000	 -0.000000	
43	 0	 -0.100000	 0.000000	 -3.141592	
43	 2	 -0.200000	 0.000000	 -3.141592	
43	 3	 0.113892	 -0.000000	 0.000001	
44	 0	 -0.100000	 0.000000	 -3.141592	
44	 2	 -0.200000	 0.000000	 -3.141592	
44	 3	 0.113892	 -0.000000	 0.000001	
45	 0	 -0.100000	 0.000000	 -3.141591	
45	 2	 -0.200000	 0.000000	 -3.141591	
45	 3	 0.113892	 -0.000000	 0.000002	
1	 0	 -0.100000	 -0.000080	 3.140797	
1	 2	 -0.200000	 -0.000159	 3.140797	
1	 3	 0.113892	 0.000091	 -0.000795	
2	 0	 -0.100000	 -0.000083	 3.140758	
2	 2	 -0.200000	 -0.000167	 3.140758	
2	 3	 0.113892	 0.000095	 -0.000835	
3	 0	 -0.100000	 -0.000082	 3.140771	
3	 2	 -0.200000	 -0.000164	 3.140771	
3	 3	 0.113892	 0.000094	 -0.000822	
4	 0	 -0.100000	 -0.000081	 3.140779	
4	 2	 -0.200000	 -0.000163	 3.140779	
4	 3	 0.113892	 0.000093	 -0.000814	
5	 0	 -0.100000	 -0.000081	 3.140781	
5	 2	 -0.200000	 -0.000162	 3.140781	
5	 3	 0.113892	 0.000092	 -0.000812	
6	 0	 -0.100000	 -0.000081	 3.140780	
6	 2	 -0.200000	 -0.000163	 3.140780	
6	 3	 0.113892	 0.000093	 -0.000813	
7	 0	 -0.100000	 -0.000081	 3.140778	
7	 2	 -0.200000	 -0.000163	 3.140778	
7	 3	 0.113892	 0.000093	 -0.000815	
8	 0	 -0.100000	 -0.000082	 3.140772	
8	 2	 -0.200000	 -0.000164	 3.140772	
8	 3	 0.113892	 0.000093	 -0.000820	
9	 0	 -0.100000	 -0.000083	 3.140762	
9	 2	 -0.200000	 -0.000166	 3.140762	
9	 3	 0.113892	 0.000095	 -0.000831	
10	 0	 -0.100000	 -0.000084	 3.140748	
10	 2	 -0.200000	 -0.000169	 3.140748	
10	 3	 0.113892	 0.000096	 -0.000844	
11	 0	 -0.100000	 -0.000078	 3.140810	
11	 2	 -0.200000	 -0.000156	 3.140810	
11	 3	 0.113892	 0.000089	 -0.000782	
12	 0	 -0.100000	 -0.000066	 3.140937	
12	 2	 -0.200000	 -0.000131	 3.140937	
12	 3	 0.113892	 0.000075	 -0.000655	
13	 0	 -0.100000	 -0.000055	 3.141043	
13	 2	 -0.200000	 -0.000110	 3.141043	
13	 3	 0.113892	 0.000063	 -0.000550	
14	 0	 -0.100000	 -0.000046	 3.141131	
14	 2	 -0.200000	 -0.000092	 3.141131	
14	 3	 0.113892	 0.000053	 -0.000462	
15	 0	 -0.100000	 -0.000039	 3.141205	
15	 2	 -0.200000	 -0.000078	 3.141205	
15	 3	 0.113892	 0.000044	 -0.000388	
16	 0	 -0.100000	 -0.000033	 3.141267	
16	 2	 -0.200000	 -0.000065	 3.141267	
16	 3	 0.113892	 0.000037	 -0.000326	
17	 0	 -0.100000	 -0.000027	 3.141320	
17	 2	 -0.200000	 -0.000055	 3.141320	
17	 3	 0.113892	 0.000031	 -0.000273	
18	 0	 -0.100000	 -0.000023	 3.141363	
18	 2	 -0.200000	 -0.000046	 3.141363	
18	 3	 0.113892	 0.000026	 -0.000229	
19	 0	 -0.100000	 -0.000019	 3.141401	
19	 2	 -0.200000	 -0.000038	 3.141401	
19	 3	 0.113892	 0.000022	 -0.000192	
20	 0	 -0.100000	 -0.000016	 3.141432	
20	 2	 -0.200000	 -0.000032	 3.141432	
20	 3	 0.113892	 0.000018	 -0.000161	
21	 0	 -0.100000	 -0.000013	 3.141458	
21	 2	 -0.200000	 -0.000027	 3.141458	
21	 3	 0.113892	 0.000015	 -0.000135	
22	 0	 -0.100000	 -0.000011	 3.141480	
22	 2	 -0.200000	 -0.000023	 3.141480	
22	 3	 0.113892	 0.000013	 -0.000113	
23	 0	 -0.100000	 -0.000009	 3.141499	
23	 2	 -0.200000	 -0.000019	 3.141499	
23	 3	 0.113892	 0.000011	 -0.000094	
24	 0	 -0.100000	 -0.000008	 3.141514	
24	 2	 -0.200000	 -0.000016	 3.141514	
24	 3	 0.113892	 0.000009	 -0.000078	
25	 0	 -0.100000	 -0.000007	 3.141527	
25	 2	 -0.200000	 -0.000013	 3.141527	
25	 3	 0.113892	 0.000007	 -0.000065	
26	 0	 -0.100000	 -0.000005	 3.141539	
26	 2	 -0.200000	 -0.000011	 3.141539	
26	 3	 0.113892	 0.000006	 -0.000054	
27	 0	 -0.100000	 -0.000004	 3.141548	
27	 2	 -0.200000	 -0.000009	 3.141548	
27	 3	 0.113892	 0.000005	 -0.000045	
28	 0	 -0.100000	 -0.000004	 3.141556	
28	 2	 -0.200000	 -0.000007	 3.141556	
28	 3	 0.113892	 0.000004	 -0.000037	
29	 0	 -0.100000	 -0.000003	 3.141562	
29	 2	 -0.200000	 -0.000006	 3.141562	
29	 3	 0.113892	 0.000003	 -0.000030	
30	 0	 -0.100000	 -0.000002	 3.141568	
30	 2	 -0.200000	 -0.000005	 3.141568	
30	 3	 0.113892	 0.000003	 -0.000025	
31	 0	 -0.100000	 -0.000002	 3.141572	
31	 2	 -0.200000	 -0.000004	 3.141572	
31	 3	 0.113892	 0.000002	 -0.000020	
32	 0	 -0.100000	 -0.000002	 3.141576	
