count	 id	 x	 y	 theta	 theta_deg
53120	 4	 0.252421	 0.269564	 -1.888353	 -108.194677
53760	 0	 0.489176	 0.233568	 -2.093068	 -119.923970
53760	 1	 0.390264	 0.137140	 -1.940945	 -111.207938
53760	 2	 0.370848	 0.256463	 -1.910549	 -109.466376
53760	 3	 0.276774	 0.152637	 -1.941031	 -111.212897
53760	 4	 0.252421	 0.269564	 -1.888353	 -108.194677
54400	 0	 0.611529	 0.270034	 -1.539665	 -88.216312
54400	 1	 0.508270	 0.182124	 -1.914352	 -109.684266
54400	 2	 0.483879	 0.299951	 -1.897002	 -108.690194
54400	 3	 0.389211	 0.189571	 -1.893088	 -108.465972
54400	 4	 0.364611	 0.306677	 -1.891242	 -108.360173
55040	 0	 0.611529	 0.270034	 -1.539665	 -88.216312
55040	 1	 0.508270	 0.182124	 -1.914352	 -109.684266
55040	 2	 0.483879	 0.299951	 -1.897002	 -108.690194
55040	 3	 0.389211	 0.189571	 -1.893088	 -108.465972
55040	 4	 0.364611	 0.306677	 -1.891242	 -108.360173
55680	 0	 0.611529	 0.270034	 -1.539665	 -88.216312
55680	 1	 0.508270	 0.182124	 -1.914352	 -109.684266
55680	 2	 0.483879	 0.299951	 -1.897002	 -108.690194
55680	 3	 0.389211	 0.189571	 -1.893088	 -108.465972
55680	 4	 0.364611	 0.306677	 -1.891242	 -108.360173
56320	 0	 0.730876	 0.259398	 -1.811187	 -103.773373
56320	 1	 0.634019	 0.204967	 -1.595767	 -91.430729
56320	 2	 0.597481	 0.332185	 -1.779834	 -101.976951
56320	 3	 0.514650	 0.231139	 -1.862206	 -106.696564
56320	 4	 0.480016	 0.345564	 -1.920465	 -110.034566
56960	 0	 0.730876	 0.259398	 -1.811187	 -103.773373
56960	 1	 0.634019	 0.204967	 -1.595767	 -91.430729
56960	 2	 0.597481	 0.332185	 -1.779834	 -101.976951
56960	 3	 0.514650	 0.231139	 -1.862206	 -106.696564
56960	 4	 0.480016	 0.345564	 -1.920465	 -110.034566
57600	 0	 0.827034	 0.315217	 -2.182538	 -125.050191
57600	 1	 0.763653	 0.245341	 -1.910976	 -109.490849
57600	 2	 0.719019	 0.357373	 -1.893433	 -108.485746
57600	 3	 0.642799	 0.266123	 -1.808866	 -103.640396
57600	 4	 0.602500	 0.379640	 -1.852986	 -106.168262
58240	 0	 0.827034	 0.315217	 -2.182538	 -125.050191
58240	 1	 0.763653	 0.245341	 -1.910976	 -109.490849
58240	 2	 0.719019	 0.357373	 -1.893433	 -108.485746
58240	 3	 0.642799	 0.266123	 -1.808866	 -103.640396
58240	 4	 0.602500	 0.379640	 -1.852986	 -106.168262
58880	 0	 0.827034	 0.315217	 -2.182538	 -125.050191
58880	 1	 0.763653	 0.245341	 -1.910976	 -109.490849
58880	 2	 0.719019	 0.357373	 -1.893433	 -108.485746
58880	 3	 0.642799	 0.266123	 -1.808866	 -103.640396
58880	 4	 0.602500	 0.379640	 -1.852986	 -106.168262
59520	 0	 0.911208	 0.364974	 -2.063497	 -118.229659
59520	 1	 0.863342	 0.266738	 -1.475838	 -84.559265
59520	 2	 0.828584	 0.401034	 -1.994501	 -114.276482
59520	 3	 0.773112	 0.298608	 -1.774434	 -101.667564
59520	 4	 0.714164	 0.404422	 -1.805834	 -103.466684
60160	 0	 0.911208	 0.364974	 -2.063497	 -118.229659
60160	 1	 0.863342	 0.266738	 -1.475838	 -84.559265
60160	 2	 0.828584	 0.401034	 -1.994501	 -114.276482
60160	 3	 0.773112	 0.298608	 -1.774434	 -101.667564
60160	 4	 0.714164	 0.404422	 -1.805834	 -103.466684
60800	 0	 1.032068	 0.388156	 -1.571451	 -90.037514
60800	 1	 0.976723	 0.278735	 -1.756246	 -100.625482
60800	 2	 0.928210	 0.450794	 -2.019807	 -115.726422
60800	 3	 0.891553	 0.331728	 -1.938154	 -111.048016
60800	 4	 0.830263	 0.434941	 -1.840368	 -105.445301
61440	 0	 1.032068	 0.388156	 -1.571451	 -90.037514
61440	 1	 0.976723	 0.278735	 -1.756246	 -100.625482
61440	 2	 0.928210	 0.450794	 -2.019807	 -115.726422
61440	 3	 0.891553	 0.331728	 -1.938154	 -111.048016
61440	 4	 0.830263	 0.434941	 -1.840368	 -105.445301
62080	 0	 1.032068	 0.388156	 -1.571451	 -90.037514
62080	 1	 0.976723	 0.278735	 -1.756246	 -100.625482
62080	 2	 0.928210	 0.450794	 -2.019807	 -115.726422
62080	 3	 0.891553	 0.331728	 -1.938154	 -111.048016
62080	 4	 0.830263	 0.434941	 -1.840368	 -105.445301
62720	 0	 1.159104	 0.413980	 -2.022840	 -115.900210
62720	 1	 1.087894	 0.295417	 -1.828775	 -104.781099
62720	 2	 1.057417	 0.484405	 -1.727780	 -98.994487
62720	 3	 1.000386	 0.370949	 -1.878768	 -107.645496
62720	 4	 0.941065	 0.474748	 -1.992207	 -114.145070
63360	 0	 1.159104	 0.413980	 -2.022840	 -115.900210
63360	 1	 1.087894	 0.295417	 -1.828775	 -104.781099
63360	 2	 1.057417	 0.484405	 -1.727780	 -98.994487
63360	 3	 1.000386	 0.370949	 -1.878768	 -107.645496
63360	 4	 0.941065	 0.474748	 -1.992207	 -114.145070
64000	 0	 1.286152	 0.431237	 -1.724045	 -98.780477
64000	 1	 1.194277	 0.334512	 -1.986787	 -113.834487
64000	 2	 1.187959	 0.521084	 -1.882075	 -107.834945
64000	 3	 1.124583	 0.418195	 -1.814579	 -103.967719
64000	 4	 1.052719	 0.513857	 -1.835005	 -105.138024
64640	 0	 1.286152	 0.431237	 -1.724045	 -98.780477
64640	 1	 1.194277	 0.334512	 -1.986787	 -113.834487
64640	 2	 1.187959	 0.521084	 -1.882075	 -107.834945
64640	 3	 1.124583	 0.418195	 -1.814579	 -103.967719
64640	 4	 1.052719	 0.513857	 -1.835005	 -105.138024
65280	 0	 1.286152	 0.431237	 -1.724045	 -98.780477
65280	 1	 1.194277	 0.334512	 -1.986787	 -113.834487
65280	 2	 1.187959	 0.521084	 -1.882075	 -107.834945
65280	 3	 1.124583	 0.418195	 -1.814579	 -103.967719
65280	 4	 1.052719	 0.513857	 -1.835005	 -105.138024
65920	 0	 1.400579	 0.493397	 -2.090891	 -119.799250
65920	 1	 1.296135	 0.385129	 -2.080808	 -119.221498
65920	 2	 1.288522	 0.545699	 -1.882961	 -107.885727
65920	 3	 1.224755	 0.436399	 -1.774718	 -101.683861
65920	 4	 1.171947	 0.540332	 -1.838557	 -105.341529
66560	 0	 1.400579	 0.493397	 -2.090891	 -119.799250
66560	 1	 1.296135	 0.385129	 -2.080808	 -119.221498
66560	 2	 1.288522	 0.545699	 -1.882961	 -107.885727
66560	 3	 1.224755	 0.436399	 -1.774718	 -101.683861
66560	 4	 1.171947	 0.540332	 -1.838557	 -105.341529
67200	 0	 1.515790	 0.551195	 -2.022630	 -115.888161
67200	 1	 1.402730	 0.446158	 -2.035373	 -116.618267
67200	 2	 1.397384	 0.583359	 -1.913041	 -109.609161
67200	 3	 1.314473	 0.463564	 -1.935758	 -110.910763
67200	 4	 1.282548	 0.579016	 -1.862658	 -106.722464
67840	 0	 1.515790	 0.551195	 -2.022630	 -115.888161
67840	 1	 1.402730	 0.446158	 -2.035373	 -116.618267
67840	 2	 1.397384	 0.583359	 -1.913041	 -109.609161
67840	 3	 1.314473	 0.463564	 -1.935758	 -110.910763
67840	 4	 1.282548	 0.579016	 -1.862658	 -106.722464
68480	 0	 1.515790	 0.551195	 -2.022630	 -115.888161
68480	 1	 1.402730	 0.446158	 -2.035373	 -116.618267
68480	 2	 1.397384	 0.583359	 -1.913041	 -109.609161
68480	 3	 1.314473	 0.463564	 -1.935758	 -110.910763
68480	 4	 1.282548	 0.579016	 -1.862658	 -106.722464
