1,0,1.000000,0.890207,0.000000,0.000000
1,8000,0.975042,0.859412,1.828987,1.532622
1,16000,0.950169,0.906540,0.000000,0.000000
1,24000,0.955208,0.903767,0.000000,0.000000
1,32000,0.989291,0.888455,0.000000,0.000000
1,40000,0.849874,0.878605,0.300842,0.224640
2,0,1.000000,0.890207,0.000000,0.000000
2,8000,0.975042,0.859412,1.828987,1.532622
2,16000,0.950169,0.906540,0.000000,0.000000
2,24000,0.955208,0.903767,0.000000,0.000000
2,32000,0.989291,0.888455,0.000000,0.000000
2,40000,0.849874,0.878605,0.300842,0.224640
3,0,1.000000,0.890207,0.000000,0.000000
3,8000,0.975042,0.859412,1.828987,1.532622
3,16000,0.950169,0.906540,0.000000,0.000000
3,24000,0.955208,0.903767,0.000000,0.000000
3,32000,0.989291,0.888455,0.000000,0.000000
3,40000,0.849874,0.878605,0.300842,0.224640
4,0,1.000000,0.890207,0.000000,0.000000
4,8000,0.975042,0.859412,1.828987,1.532622
4,16000,0.950169,0.906540,0.000000,0.000000
4,24000,0.955208,0.903767,0.000000,0.000000
4,32000,0.989291,0.888455,0.000000,0.000000
4,40000,0.849874,0.878605,0.300842,0.224640
1,0,1.000000,0.890207,0.000000,0.000000
1,0,1.000000,0.890207,0.000000,0.000000
2,8000,0.975042,0.859412,1.828987,1.532622
3,16000,0.950169,0.906540,0.000000,0.000000
4,24000,0.955208,0.903767,0.000000,0.000000
5,32000,0.989291,0.888455,0.000000,0.000000
6,40000,0.849874,0.878605,0.300842,0.224640
1,0,1.000000,0.890207,0.000000,0.000000
2,8000,0.975042,0.859412,1.828987,1.532622
3,16000,0.950169,0.906540,0.000000,0.000000
4,24000,0.955208,0.903767,0.000000,0.000000
5,32000,0.989291,0.888455,0.000000,0.000000
6,40000,0.849874,0.878605,0.300842,0.224640
1,0,1.000000,0.890207,0.000000,0.000000
2,8000,0.975042,0.859412,1.828987,1.532622
3,16000,0.950169,0.906540,0.000000,0.000000
4,24000,0.955208,0.903767,0.000000,0.000000
5,32000,0.989291,0.888455,0.000000,0.000000
6,40000,0.849874,0.878605,0.300842,0.224640
1,0,1.000000,0.890207,0.000000,0.000000
